Video ID,Comment,Sentiment Score
W1KmmQ3PJmA,"Brilliant. Love the Shawna growth and realization, but when I tell you I was most proud when she called Julie out for straight up lying to her friend group with the &quot;we&#39;ve met a bunch of times&quot; and then a little extra cathartic healing with Alicia telling her to stop being a twat. Just chef&#39;s kiss. I needed that. You have the freedom to say and act how you want but you are not free from the consequences of those actions.",0.8731
W1KmmQ3PJmA,"Great job, this video was very useful!",0.8217
W1KmmQ3PJmA,😅they are still flirting with each other.,0.5106
W1KmmQ3PJmA,"Great tips, thanks for sharing!",0.8777
W1KmmQ3PJmA,"This was exactly what I needed, thanks!",0.4926
W1KmmQ3PJmA,"This was very informative, appreciate it.",0.4549
W1KmmQ3PJmA,"This was exactly what I needed, thanks!",0.4926
W1KmmQ3PJmA,"Very well done, appreciate this video!",0.6857
W1KmmQ3PJmA,Everything makes sense now.,0.0
W1KmmQ3PJmA,Thank you for the great content!,0.784
W1KmmQ3PJmA,"Your videos are always so helpful, thank you!",0.7708
W1KmmQ3PJmA,"Your videos are always so helpful, thank you!",0.7708
W1KmmQ3PJmA,"This was exactly what I needed, thanks!",0.4926
W1KmmQ3PJmA,"This video was amazing, learned a lot.",0.5859
W1KmmQ3PJmA,Thank you for the great content!,0.784
W1KmmQ3PJmA,"Fantastic explanation, thank you!",0.75
W1KmmQ3PJmA,💯🤍👩🏼💪🏻🧠⚡❤️🔥,-0.34
W1KmmQ3PJmA,Thank you for the great content!,0.784
W1KmmQ3PJmA,Amazing content as always!,0.6239
W1KmmQ3PJmA,Thank you for the great content!,0.784
W1KmmQ3PJmA,"You explained this so well, thank you!",0.7014
W1KmmQ3PJmA,"This was exactly what I needed, thanks!",0.4926
W1KmmQ3PJmA,"Great job, this video was very useful!",0.8217
W1KmmQ3PJmA,Amazing content as always!,0.6239
W1KmmQ3PJmA,"Fantastic video, really appreciate your effort!",0.7836
W1KmmQ3PJmA,I love this showwwww,0.6369
W1KmmQ3PJmA,"Thanks for sharing this, learned a lot.",0.6908
W1KmmQ3PJmA,"Great tips, thanks for sharing!",0.8777
W1KmmQ3PJmA,Thank you for the great content!,0.784
W1KmmQ3PJmA,"Thanks for sharing this, learned a lot.",0.6908
W1KmmQ3PJmA,"Fantastic video, really appreciate your effort!",0.7836
W1KmmQ3PJmA,Great video! Really enjoyed it.,0.8395
W1KmmQ3PJmA,"Fantastic explanation, thank you!",0.75
W1KmmQ3PJmA,Thank you for the great content!,0.784
W1KmmQ3PJmA,"Nah, I ain&#39;t giving Julie no slack. She knows exactly what&#39;s she was doing from day one. Great epiphany for Shawna, tho.",0.5994
W1KmmQ3PJmA,"julie they could never make me like you 😩 props to shawna for realizing that she was doing too much but she was like 5% at fault max while julie takes the other 95% of the fault. she was a bitch at every single turn for no reason whatsoever !!! shawna may have done too much, but being overly friendly isn&#39;t NEARLY as bad as being a raging cunt. all my homies HATE julie idc idc",-0.9865
W1KmmQ3PJmA,"This video was amazing, learned a lot.",0.5859
W1KmmQ3PJmA,"This was super helpful, thanks!",0.8718
W1KmmQ3PJmA,"Fantastic video, really appreciate your effort!",0.7836
W1KmmQ3PJmA,"This was very informative, appreciate it.",0.4549
W1KmmQ3PJmA,WHY ARE THERE SO MANY BOT COMMENTS???,0.0
W1KmmQ3PJmA,"Great job, this video was very useful!",0.8217
W1KmmQ3PJmA,"Loved this video, keep up the great work!",0.8516
W1KmmQ3PJmA,"This was very informative, appreciate it.",0.4549
md9-jG4RzXs,"UPDATE: Kimi Antonelli has been re-instated in fourth place after his penalty was appealed by Mercedes. He takes P4, with Alex Albon P5!",-0.5093
md9-jG4RzXs,Go LANDO! 😅,0.4199
md9-jG4RzXs,"Awesome video, looking forward to the next one!",0.6588
md9-jG4RzXs,"Great job, this video was very useful!",0.8217
md9-jG4RzXs,"This was super helpful, thanks!",0.8718
md9-jG4RzXs,"🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣<br>¡Cómo goza mi pechiooooooooooooooooooooooo!<br>¡El tiempo pone todo en perspectiva, pero no &quot;pensé&quot; que tan rápido!<br>🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣<br>¡Gracias Liam Lousy, por permitirme disfrutar la carrera y su falta de seso para resolver!",0.9973
md9-jG4RzXs,"This was super helpful, thanks!",0.8718
md9-jG4RzXs,"Fantastic explanation, thank you!",0.75
md9-jG4RzXs,❤❤❤❤❤I am you tuber❤❤❤❤❤<br>Your Chanel help me <br>Very nice  ❤❤❤❤❤❤❤❤❤❤,0.998
md9-jG4RzXs,❤❤❤❤❤I am you tuber❤❤❤❤❤<br>Your Chanel help me <br>Very nice  ❤❤❤❤❤❤❤❤❤❤,0.998
md9-jG4RzXs,"Loved this video, keep up the great work!",0.8516
md9-jG4RzXs,"Your videos are always so helpful, thank you!",0.7708
md9-jG4RzXs,Lawson to replace Checo what a joke jajajajaja !!!!!,0.5216
md9-jG4RzXs,Eso es muy feo,0.0
md9-jG4RzXs,Thank you for the great content!,0.784
md9-jG4RzXs,"Thank you for this video, very enlightening!",0.7495
md9-jG4RzXs,"Fantastic explanation, thank you!",0.75
md9-jG4RzXs,"Thanks for sharing this, learned a lot.",0.6908
md9-jG4RzXs,Amazing content as always!,0.6239
md9-jG4RzXs,Great video! Really enjoyed it.,0.8395
md9-jG4RzXs,"Loved the content, keep it coming!",0.636
md9-jG4RzXs,Great strategy from McLaren,0.6249
md9-jG4RzXs,"Thank you for this video, very enlightening!",0.7495
md9-jG4RzXs,Great video! Really enjoyed it.,0.8395
md9-jG4RzXs,"Fantastic video, really appreciate your effort!",0.7836
md9-jG4RzXs,"Fantastic explanation, thank you!",0.75
md9-jG4RzXs,"This was super helpful, thanks!",0.8718
md9-jG4RzXs,"Loved the content, keep it coming!",0.636
md9-jG4RzXs,"<a href=""https://www.youtube.com/watch?v=md9-jG4RzXs&amp;t=755"">12:35</a> Hamilton lost the right side panel of his front wing after a fight with Piastri on the final lap of the race",-0.5994
md9-jG4RzXs,Nico with sauber was something to witness,0.0
md9-jG4RzXs,"Loved this video, keep up the great work!",0.8516
md9-jG4RzXs,Really appreciate the insights in this video.,0.4576
md9-jG4RzXs,"disgrageful by Ferrari, two opportunities to stop even one of thier drivers but no, ego rules this terrible team. They deserve nothing at this point. Two great drivers but zero interest in giving them a chance to get a podium. Embarassing.",0.8888
md9-jG4RzXs,"<a href=""https://www.youtube.com/watch?v=md9-jG4RzXs&amp;t=399"">6:39</a>",0.0
md9-jG4RzXs,Thank you for the great content!,0.784
md9-jG4RzXs,Amazing content as always!,0.6239
md9-jG4RzXs,"Thank you for this video, very enlightening!",0.7495
md9-jG4RzXs,"Great tips, thanks for sharing!",0.8777
md9-jG4RzXs,When all is said and done - it was a chaotic race which provided very little for F1 fans - if these are really the best 20 drivers in the World!? 🤔,0.3758
md9-jG4RzXs,Great video! Really enjoyed it.,0.8395
md9-jG4RzXs,"This was super helpful, thanks!",0.8718
md9-jG4RzXs,"Fantastic explanation, thank you!",0.75
md9-jG4RzXs,"You explained this so well, thank you!",0.7014
md9-jG4RzXs,"Loved the content, keep it coming!",0.636
md9-jG4RzXs,"Thanks for sharing this, learned a lot.",0.6908
md9-jG4RzXs,Brutal rain this race,-0.6249
md9-jG4RzXs,"Your videos are always so helpful, thank you!",0.7708
md9-jG4RzXs,"Great tips, thanks for sharing!",0.8777
md9-jG4RzXs,The Minions should take over the Ferrari team from now on.,0.0
md9-jG4RzXs,"Thank you for this video, very enlightening!",0.7495
jCx8CpIO5ig,Morreeee off thissss,0.0
jCx8CpIO5ig,My friends and I love this game so much that we all got 20 hours in 5 days.,0.8074
jCx8CpIO5ig,IVE BEEN WAITING FOR,0.0
jCx8CpIO5ig,When will Smit will his do,0.0
jCx8CpIO5ig,"bro let the door hit him on the way out <a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=1484"">24:44</a>",0.0
jCx8CpIO5ig,“POV PORTLAND” killed me 😂,-0.3818
jCx8CpIO5ig,"Can we get a companylike genre tag, that&#39;d be dope",0.0
jCx8CpIO5ig,"lethaler company, holy crap i love this game. my friend told me to buy it and it is one of my favorite games yet",0.8316
jCx8CpIO5ig,I see video. I click video. Simple as.,0.0
jCx8CpIO5ig,"<a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=2751"">45:51</a> I mean he kept going😊😊",0.9001
jCx8CpIO5ig,If your quiet they won’t hear you n chase 😂😂,0.7003
jCx8CpIO5ig,Finally,0.0
jCx8CpIO5ig,When i tell you i have been WAITING for this video since the minute it dropped is an understatement,0.0
jCx8CpIO5ig,"<a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=863"">14:23</a> I wish I could vouch my hometown city but it’s so cheeks. It looks just like this from October to April bruh like😩😩",0.4678
jCx8CpIO5ig,Finally waiting for him to upload need more,0.0
jCx8CpIO5ig,Ultra realistic hand jumpscare in the ad. Why?,0.4939
jCx8CpIO5ig,"<a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=505"">8:25</a> bros still thinking about that treadmill 😭😔",-0.4215
jCx8CpIO5ig,I&#39;m glad I had the idea,0.4588
jCx8CpIO5ig,"<a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=2505"">41:45</a> that sounded like part of music from Saul Goodman movie",0.3612
jCx8CpIO5ig,"<a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=2036"">33:56</a> 🥷 lying to me 🔥🔥🔥",-0.8625
jCx8CpIO5ig,"You know how long ive been waiting for this, wooo im boutta make a name for myself here",0.0
jCx8CpIO5ig,FINALLY IVE BEEN WAITING FOR THIS,0.0
jCx8CpIO5ig,Out of all the sponsor this one was very unexpected lmao,0.6344
jCx8CpIO5ig,Did anyone realize that he actually used his ad multiple times,0.0
jCx8CpIO5ig,John madden? Good reference,0.4404
jCx8CpIO5ig,"<a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=37"">0:37</a> <br>23 grand<br>22 grand",0.4588
jCx8CpIO5ig,portland mentioned,0.0
jCx8CpIO5ig,YES HE DID IT,0.4019
jCx8CpIO5ig,"My fav part <a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=2064"">34:24</a>",0.4588
jCx8CpIO5ig,Vid 2 of asking SMii7Y to play animal company vr 🙏🙏🙏,0.34
jCx8CpIO5ig,1# trending,0.0
jCx8CpIO5ig,"Lethal company with a physics engine, what could go wrong",-0.4767
jCx8CpIO5ig,The dabudie song but replace I am blue with I am a bot and then the rest,0.0
jCx8CpIO5ig,"Really cool video but, WHY THE HELL DID I GET 2 UNSKIPABLE 20 SECONDS ADS EACH 5 MINS, YOUTUBEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE",-0.8273
jCx8CpIO5ig,please start hitting the monsters...,0.3182
jCx8CpIO5ig,successfully skipped the promotion xd,0.7906
jCx8CpIO5ig,"<a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=865"">14:25</a> I live there and I can say this is 100% true",0.4215
jCx8CpIO5ig,FINALLY BEEN WAITING FOR YOU TO PLAY THIS 😂😂🙏🏽 all the others are not as funny as you,0.7599
jCx8CpIO5ig,Please more of this,0.3182
jCx8CpIO5ig,"<a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=2838"">47:18</a> i am currently in school, the teacher and the students left except for one, and i saw this, i bursted out laughing, wheezing so hard i was coughing, laughing so much to the point i was crying, i have absolutely no idea WHY it was so funny to me, but oh my god, this is the funniest thing I have seen in a Smii7y video, I even replayed it multiple times because of how much I loved it. This is exactly why I am subscribed to Smii7y, I love laughing so hard that I’m crying and coughing. XDDDDDDDD",0.9645
jCx8CpIO5ig,"My husband was asking if I had watched Smii7y play Repo. At that point, he didn’t have a vid up, so I watched my husband play some. That night, Smii7y uploads 😂 perfect timing",0.886
jCx8CpIO5ig,really hope the vannos crew play w smii7ys one,0.6801
jCx8CpIO5ig,i miss Lethal Company,-0.1531
jCx8CpIO5ig,I’d buy the gamer soups but the shipping is way too high,0.0
jCx8CpIO5ig,I was waiting for this,0.0
jCx8CpIO5ig,"We can&#39;t lie this was the one game we&#39;ve been waiting for, for awhile",0.0
jCx8CpIO5ig,I used to pray for times like this,0.5859
jCx8CpIO5ig,I love this game 😂 just as good as the back rooms,0.875
jCx8CpIO5ig,NUMBER 1 ON TRENDING WTF WUBUBUBUBUB,-0.5423
jCx8CpIO5ig,"<a href=""https://www.youtube.com/watch?v=jCx8CpIO5ig&amp;t=1113"">18:33</a> Grenade.",0.0
VcRc2DHHhoM,бля это как передерженное мясо с виду аппетитно на вкус говно,0.0
VcRc2DHHhoM,WHY COULDNT THIS FUCKWAD DROP THIS VERSION ON THE ALBUM,0.2057
VcRc2DHHhoM,"Thanks for sharing this, learned a lot.",0.6908
VcRc2DHHhoM,"This video was amazing, learned a lot.",0.5859
VcRc2DHHhoM,HBA!!,0.0
VcRc2DHHhoM,bro this has been out for a year 💀🙏,0.0
VcRc2DHHhoM,Bro left out the killer intro 😭😭😭,-0.9274
VcRc2DHHhoM,"This was very informative, appreciate it.",0.4549
VcRc2DHHhoM,HDJordan,0.0
VcRc2DHHhoM,Great video! Really enjoyed it.,0.8395
VcRc2DHHhoM,"Great tips, thanks for sharing!",0.8777
VcRc2DHHhoM,Bro i do not care u already sound dated,-0.3875
VcRc2DHHhoM,"Awesome video, looking forward to the next one!",0.6588
VcRc2DHHhoM,I am music.,0.0
VcRc2DHHhoM,this one grew on me <br>it was my least favorite<br>it&#39;s sooo fresh,0.3182
VcRc2DHHhoM,W,0.0
VcRc2DHHhoM,Y&#39;all mad but it&#39;s the leaks fault if it didn&#39;t leak it would&#39;ve been way different,-0.8294
VcRc2DHHhoM,i was here for the first upload,0.0
VcRc2DHHhoM,"Loved this video, keep up the great work!",0.8516
VcRc2DHHhoM,"This video was amazing, learned a lot.",0.5859
VcRc2DHHhoM,Thank you for the great content!,0.784
VcRc2DHHhoM,Evil back ❤,-0.0516
VcRc2DHHhoM,"You explained this so well, thank you!",0.7014
VcRc2DHHhoM,"Awesome video, looking forward to the next one!",0.6588
VcRc2DHHhoM,"Loved this video, keep up the great work!",0.8516
VcRc2DHHhoM,Did playboy Carti deleted the album from yt?????,0.0
VcRc2DHHhoM,"Loved the content, keep it coming!",0.636
VcRc2DHHhoM,L drop young carti 🥶,0.3885
VcRc2DHHhoM,"This video was amazing, learned a lot.",0.5859
VcRc2DHHhoM,good music ❤🎉🎉,0.91
VcRc2DHHhoM,Overrated lol it was not even that good ppl r so high Abt it <br>no wonder  that&#39;s why there is no view,-0.2037
VcRc2DHHhoM,"Great job, this video was very useful!",0.8217
VcRc2DHHhoM,1M + views in 17 hours 🙏🏾😌<br>Nigga too hard asf,0.296
VcRc2DHHhoM,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",0.0
VcRc2DHHhoM,🔥🔥🔥🔥,-0.8225
VcRc2DHHhoM,😂😂,0.7003
VcRc2DHHhoM,"Evil is weak and punny and insignificant turn to God, there is true strength, purpose and Glory in God the father turn to Jesus Christ Lord I pray Jordan alters his faith I pray Lord you make way into his heart in Yahwehs Holy Name I pray🙏🏻🙏🏻",0.9423
VcRc2DHHhoM,"Awesome video, looking forward to the next one!",0.6588
VcRc2DHHhoM,"Great tips, thanks for sharing!",0.8777
VcRc2DHHhoM,DISRESPECT THE ⭐️ I PUT YO AZZ ON THE FOODCHAIN,-0.5473
VcRc2DHHhoM,"Fantastic video, really appreciate your effort!",0.7836
VcRc2DHHhoM,"Loved this video, keep up the great work!",0.8516
VcRc2DHHhoM,"<a href=""https://www.youtube.com/watch?v=VcRc2DHHhoM&amp;t=99"">1:39</a>.5",0.0
VcRc2DHHhoM,This is absolute ass cheeks,-0.5423
VcRc2DHHhoM,"Fantastic video, really appreciate your effort!",0.7836
VcRc2DHHhoM,"Great tips, thanks for sharing!",0.8777
VcRc2DHHhoM,Bruh reposted this cuz it&#39;s his favorite 😎💨🖤,0.8807
VcRc2DHHhoM,Comments are killing me 😂 y’all did your thing on here. 😂😂😂,0.7351
VcRc2DHHhoM,The first 30sec it’s the only good part of the song,0.4404
VcRc2DHHhoM,REAL ONES TEMEMBER WHEN IT WAS IG,0.0
KxGXgdNcQrE,LLP2🕊️💔,0.2732
KxGXgdNcQrE,🙏🙏😢,-0.4767
KxGXgdNcQrE,RIP P2,0.0
KxGXgdNcQrE,"lost my little cousin recently so i feel how it is man, lots of hurt and lots of questions. RIP LLL🕊 foerever 16, RIP P2🕊",-0.6908
KxGXgdNcQrE,Rip❤,0.6369
KxGXgdNcQrE,This one did hurt,-0.5267
KxGXgdNcQrE,How did he die?,-0.5994
KxGXgdNcQrE,Rez had the jacket on p2 gave him,0.0
KxGXgdNcQrE,R.I.P P2 God bless him and his family and friends🙏🏾✝️❤️‼️,0.7906
KxGXgdNcQrE,R.I.P🕊️,0.0
KxGXgdNcQrE,This shii Cut Deep fr,-0.2732
KxGXgdNcQrE,There’s a saying wrong place at the wrong time,-0.7351
KxGXgdNcQrE,VERY WELL SPOKEN. STAY STRONG ❤,0.92
KxGXgdNcQrE,Ts is actually crazy he i died way too soon man i remember when he first met ms thotiana and got his bmw i8 ts crazy asf man💔,-0.743
KxGXgdNcQrE,rip p2,0.0
KxGXgdNcQrE,i dont know if i ever watched p2isthename but his name clicked a bell instantly for me so i def know him from some were rip P2 you will be missed,-0.4215
KxGXgdNcQrE,Rest in Peace P2,0.5423
KxGXgdNcQrE,"Like damn man, just know such a young age he carried almost everybody’s child hood…I can’t keep losing legends like this man. My ❤ goes out to his father and friends. ❤",0.9042
KxGXgdNcQrE,"We will all be reunited back to each other one day we all will die one day god wants eternity with us happiness, no pain , no suffering this is no place to place to live forever…<br> Jesus Christ is our lord &amp; savior accept it or not but he loves all of us and we have to accept is gift of eternal salvation ❤",0.9229
KxGXgdNcQrE,2025 is corrupted,0.0
KxGXgdNcQrE,God please protect me as I turn my dreams into reality 🌹♥️,0.9169
KxGXgdNcQrE,🪦 Rip p2 my favorite YouTube hate he is gone😢 but ❤ he always will be in my life and teach me a lot,0.6597
KxGXgdNcQrE,Thanks!,0.4926
KxGXgdNcQrE,RIP P2 💔,0.2732
KxGXgdNcQrE,wait what plz this has to be a joke. Thats childhood righ there bro,0.3612
KxGXgdNcQrE,P2 was like my  main YouTuber I always watch like man 💔💔 your not forgotten P2 we will keep your name alive,0.8877
KxGXgdNcQrE,long live p2 🕊️,0.0
KxGXgdNcQrE,RIP 😟😢🕊🕊,-0.6486
KxGXgdNcQrE,long live p2 man 😢,-0.4767
KxGXgdNcQrE,P2 always remembered never forgotin❤,-0.5216
KxGXgdNcQrE,Long live p2 rip,0.0
KxGXgdNcQrE,“FLEW TO NY COPPED ME A ROLLIE W BRYAN N KAY YEA” 🥺💔,0.2732
KxGXgdNcQrE,i can’t believe this right now everytime i see a picture or video online i want to cry man im so sorry P2 😖🥺💔your videos will always have a place in my heart and childhood i swear 😢,-0.6948
KxGXgdNcQrE,LLP2💔,0.2732
KxGXgdNcQrE,remember turning up my headset n putting on p2isthename to hopefully get the sound of my parents arguing out of my mind and just focus on something else,-0.0772
KxGXgdNcQrE,can you show us the messeges off his passing if its ok,0.296
KxGXgdNcQrE,Rip P2 💔,0.2732
KxGXgdNcQrE,Fly high P2 ❤ 🕊️,0.6369
